1,TV조선,전국팬심쟁탈쇼미스쓰리랑2부,3.632
2,TV조선,전국팬심쟁탈쇼미스쓰리랑3부,3.264
3,JTBC,수목드라마(놀아주는여자),2.801
4,JTBC,사건반장,2.713
5,MBN,돌싱글즈5-2부,2.696
6,TV조선,전국팬심쟁탈쇼미스쓰리랑1부,2.604
7,MBN,돌싱글즈5-3부,2.491
8,TV조선,보도본부핫라인,2.262
9,MBN,돌싱글즈5-1부,2.253
10,TV조선,사건파일24,2.238
