1,TV조선,전국팬심쟁탈쇼미스쓰리랑2부,3.896
2,TV조선,전국팬심쟁탈쇼미스쓰리랑1부,3.702
3,TV조선,전국팬심쟁탈쇼미스쓰리랑3부,2.985
4,JTBC,사건반장,2.700
5,MBN,김명준의뉴스파이터,2.687
6,JTBC,수목드라마(놀아주는여자),2.552
7,JTBC,JTBC뉴스룸,2.520
8,TV조선,TV조선뉴스9,2.452
9,TV조선,사건파일24,2.364
10,채널A,뉴스A,2.284
