1,MBC드라마넷,언더커버하이스쿨,1.443
2,YTN,뉴스UP,1.333
3,연합뉴스TV,뉴스센터,1.244
4,tvNSTORY,스타들의트롯도전기잘생긴트롯<본>,1.236
5,tvN,유퀴즈온더블럭,1.069
6,tvN,에드워드리의컨츄리쿡<본>,1.023
7,연합뉴스TV,뉴스투나잇,0.998
8,YTN,뉴스PLUS,0.920
9,연합뉴스TV,뉴스프라임,0.916
10,tvN,김창옥쇼3,0.903
