1,tvN,엄마친구아들<본>,4.426
2,tvN,놀라운토요일예능신대륙개척<본>,3.204
3,tvN,서진이네2,2.137
4,tvN,피땀눈물철인3종도전기무쇠소녀단<본>,2.061
5,tvN,서진이네2,1.721
6,MBC드라마넷,백설공주에게죽음을,1.578
7,YTN,뉴스와이드(07:50),1.520
8,SBSSports,2024KBO리그<생>,1.489
9,ENA,내아이의사생활<본>,1.481
10,연합뉴스TV,토요와이드,1.447
