1,tvN,유퀴즈온더블럭<본>,5.265
2,SBSPlus,나는SOLO,2.831
3,ENA,나는SOLO<본>,2.561
4,tvN,스페셜에디션삼시세끼LIGHT,1.576
5,tvN,극한의출장요리단백패커2,1.392
6,연합뉴스TV,출발600,1.333
7,연합뉴스TV,라이브투데이1부,1.282
8,YTN,뉴스START1부,1.109
9,tvNSTORY,벌거벗은한국사<본>,1.060
10,YTN,뉴스UP,1.014
