1,tvN,유퀴즈온더블럭<본>,4.652
2,SBSPlus,나는SOLO,2.623
3,ENA,나는SOLO<본>,1.988
4,tvN,TVNXTVING오리지널드라마원경,1.710
5,tvN,이젠사랑할수있을까<본>,1.361
6,YTN,뉴스퀘어10AM,1.326
7,연합뉴스TV,라이브투데이2부,1.233
8,YTN,뉴스NOW,1.095
9,연합뉴스TV,뉴스포커스,1.028
10,YTN,뉴스ON,1.021
