1,tvN,바다에서밥상까지언니네산지직송<본>,4.716
2,tvN,김창옥쇼3<본>,2.207
3,tvN,유퀴즈온더블럭,1.505
4,SBSPlus,나는SOLO그후사랑은계속된다,1.258
5,tvN,벌거벗은한국사<본>,1.219
6,연합뉴스TV,뉴스잇,1.016
7,연합뉴스TV,뉴스리뷰,1.001
8,연합뉴스TV,뉴스프라임,0.954
9,ENA,나는SOLO그후사랑은계속된다<본>,0.943
10,연합뉴스TV,뉴스1번지,0.920
