1,tvN,스페셜에디션삼시세끼LIGHT<본>,7.173
2,tvN,유퀴즈온더블럭,2.128
3,tvN,텐트밖은유럽로맨틱이탈리아,2.031
4,연합뉴스TV,출발600,1.292
5,연합뉴스TV,뉴스투나잇,1.205
6,연합뉴스TV,라이브투데이1부,1.168
7,YTN,뉴스UP,1.091
8,YTN,뉴스NOW,1.057
9,연합뉴스TV,뉴스프라임,1.029
10,tvN,텐트밖은유럽로맨틱이탈리아,1.024
