1,KBS1,일일드라마(수지맞은우리),14.1,2024.07.02
2,KBS1,인간극장,8.4,2024.07.02
3,KBS2,일일드라마(스캔들),7.9,2024.07.02
4,KBS1,KBS9시뉴스,7.8,2024.07.02
5,KBS1,아침마당,7.0,2024.07.02
6,SBS,신발벗고돌싱포맨,6.2,2024.07.02
7,KBS1,6시내고향,6.0,2024.07.02
8,MBC,일일드라마(용감무쌍용수정),5.8,2024.07.02
9,KBS1,KBS뉴스광장2부,5.6,2024.07.02
10,MBC,MBC뉴스데스크,5.5,2024.07.02
11,SBS,SBS8뉴스,4.6,2024.07.02
11,KBS1,KBS뉴스930,4.6,2024.07.02
13,KBS1,KBS뉴스7,4.1,2024.07.02
14,KBS1,이웃집찰스,3.7,2024.07.02
15,MBC,PD수첩,3.3,2024.07.02
16,KBS2,2TV생생정보,3.2,2024.07.02
17,KBS1,시사기획창,2.9,2024.07.02
17,SBS,모닝와이드3부,2.9,2024.07.02
19,KBS1,KBS뉴스특보,2.8,2024.07.02
20,KBS1,KBS뉴스5,2.7,2024.07.02
