1,MBC,MBC뉴스데스크,9.7,2024.08.05
2,KBS1,인간극장,9.1,2024.08.05
3,KBS1,KBS9시뉴스,8.2,2024.08.05
4,SBS,SBS8뉴스,8.1,2024.08.05
5,SBS,SBS파리2024,7.4,2024.08.05
6,KBS1,아침마당,6.6,2024.08.05
7,KBS1,KBS뉴스광장2부,6.4,2024.08.05
8,SBS,SBS파리2024,5.4,2024.08.05
9,MBC,2024파리올림픽,5.3,2024.08.05
10,KBS1,일일드라마(수지맞은우리),5.1,2024.08.05
11,MBC,2024파리올림픽,4.9,2024.08.05
12,KBS2,여기는파리,4.3,2024.08.05
13,KBS1,KBS뉴스930,4.1,2024.08.05
13,KBS2,여기는파리,4.1,2024.08.05
15,KBS1,KBS뉴스12,3.5,2024.08.05
15,KBS1,2024파리올림픽,3.5,2024.08.05
17,KBS1,KBS뉴스광장1부,3.4,2024.08.05
18,SBS,SBS파리2024,3.2,2024.08.05
19,KBS1,동네한바퀴<재>,2.5,2024.08.05
20,KBS1,올림픽하이라이트봉주르파리<재>,2.4,2024.08.05
