1,KBS1,일일드라마(결혼하자맹꽁아),13.9,2025.02.04
2,KBS2,일일드라마(신데렐라게임),10.9,2025.02.04
3,KBS1,인간극장,8.8,2025.02.04
4,MBC,MBC뉴스데스크,8.2,2025.02.04
5,KBS1,아침마당,7.5,2025.02.04
6,KBS1,KBS9시뉴스,6.8,2025.02.04
7,KBS1,6시내고향,6.5,2025.02.04
8,MBC,일일드라마(친절한선주씨),6.1,2025.02.04
9,MBC,질문들,5.9,2025.02.04
10,SBS,신발벗고돌싱포맨,5.1,2025.02.04
11,KBS2,2TV생생정보,4.8,2025.02.04
12,KBS1,KBS뉴스광장2부,4.5,2025.02.04
12,KBS1,KBS뉴스7,4.5,2025.02.04
14,KBS1,KBS뉴스특보,4.4,2025.02.04
15,MBC,PD수첩,4.1,2025.02.04
15,KBS1,이웃집찰스,4.1,2025.02.04
17,SBS,SBS8뉴스,3.9,2025.02.04
18,KBS1,동물의왕국,3.3,2025.02.04
19,KBS1,KBS뉴스특보,2.8,2025.02.04
20,MBC,MBC뉴스투데이2부,2.7,2025.02.04
