1,KBS1,일일드라마(결혼하자맹꽁아),12.7
2,MBC,MBC뉴스데스크,9.4
3,KBS2,일일드라마(신데렐라게임),8.6
4,KBS1,인간극장,8.0
5,KBS1,KBS9시뉴스,7.7
6,KBS1,6시내고향,7.3
7,KBS1,아침마당,6.6
8,KBS1,우리말겨루기연말특집최강자전본선4차전,5.4
9,KBS2,2TV생생정보,5.0
10,KBS1,KBS뉴스930,4.8
10,MBC,무빙,4.8
12,MBC,일일드라마(친절한선주씨),4.5
13,KBS1,KBS뉴스7,4.4
14,KBS1,가요무대,4.3
14,SBS,동상이몽2너는내운명,4.3
16,SBS,생활의달인,4.2
17,KBS1,KBS뉴스광장2부,4.1
18,KBS1,동물의왕국,3.3
19,SBS,SBS8뉴스,3.2
20,KBS1,KBS뉴스5,2.9
