1,KBS2,특별기획주말드라마(다리미패밀리),16.8,2024.12.15
2,SBS,미운우리새끼다시쓰는육아일기,14.2,2024.12.15
3,MBC,MBC뉴스데스크,9.1,2024.12.15
4,KBS2,1박2일,8.5,2024.12.15
5,MBC,탐사기획스트레이트,7.6,2024.12.15
6,KBS1,KBS9시뉴스,6.2,2024.12.15
7,KBS2,사장님귀는당나귀귀,5.8,2024.12.15
8,SBS,TV동물농장,5.1,2024.12.15
9,SBS,SBS8뉴스,5.0,2024.12.15
10,SBS,런닝맨,4.3,2024.12.15
11,MBC,MBC뉴스(11:55),4.2,2024.12.15
12,KBS1,일요진단라이브,3.5,2024.12.15
13,KBS1,KBS뉴스특보,3.4,2024.12.15
13,MBC,미스터리음악쇼복면가왕,3.4,2024.12.15
15,MBC,MBC뉴스특보,3.3,2024.12.15
16,KBS1,더보다,3.2,2024.12.15
16,KBS1,KBS뉴스특보,3.2,2024.12.15
16,MBC,출발비디오여행,3.2,2024.12.15
19,KBS2,살림하는남자들<재>,2.8,2024.12.15
20,KBS1,긴급진단탄핵안가결그후,2.7,2024.12.15
