1,KBS2,주말드라마(독수리5형제를부탁해),15.5,2025.02.01
2,SBS,금토드라마(나의완벽한비서),11.8,2025.02.01
3,KBS2,불후의명곡,7.6,2025.02.01
4,KBS2,살림하는남자들,6.8,2025.02.01
5,MBC,MBC뉴스데스크,6.6,2025.02.01
5,KBS1,KBS9시뉴스,6.6,2025.02.01
7,KBS1,동네한바퀴,6.3,2025.02.01
8,KBS1,KBS뉴스(09:30),5.6,2025.02.01
9,KBS1,시니어토크쇼황금연못,5.5,2025.02.01
9,MBC,놀면뭐하니,5.5,2025.02.01
11,KBS1,걸어서세계속으로,5.2,2025.02.01
12,SBS,그것이알고싶다,4.6,2025.02.01
13,KBS1,특파원보고세계는지금,4.3,2025.02.01
13,KBS1,글로벌한인기행김영철이간다1부<재>,4.3,2025.02.01
15,MBC,전지적참견시점,4.1,2025.02.01
16,KBS1,KBS뉴스(19:00),3.9,2025.02.01
17,KBS1,동행,3.8,2025.02.01
18,MBC,나혼자산다스페셜,3.7,2025.02.01
19,KBS1,팔도밥상,3.6,2025.02.01
20,KBS1,동물의왕국,3.4,2025.02.01
