1,KBS2,특별기획주말드라마(다리미패밀리),14.7,2024.10.12
2,SBS,금토드라마(지옥에서온판사),13.6,2024.10.12
3,KBS1,동네한바퀴,5.8,2024.10.12
4,KBS1,KBS9시뉴스,5.5,2024.10.12
5,KBS2,살림하는남자들,5.3,2024.10.12
6,MBC,MBC뉴스데스크,5.2,2024.10.12
7,SBS,금토드라마(지옥에서온판사<재>),4.9,2024.10.12
8,MBC,금토드라마(이토록친밀한배신자),4.7,2024.10.12
9,KBS2,불후의명곡,4.6,2024.10.12
10,KBS1,KBS뉴스(09:30),4.4,2024.10.12
11,KBS1,시니어토크쇼황금연못,4.2,2024.10.12
12,MBC,놀면뭐하니,4.1,2024.10.12
12,KBS1,남북의창,4.1,2024.10.12
14,KBS1,KBS뉴스광장2부,4.0,2024.10.12
14,KBS1,특파원보고세계는지금,4.0,2024.10.12
16,SBS,그것이알고싶다,3.9,2024.10.12
17,KBS1,걸어서세계속으로,3.8,2024.10.12
18,KBS1,KBS뉴스(19:00),3.6,2024.10.12
18,KBS1,동행,3.6,2024.10.12
20,MBC,나혼자산다스페셜,3.3,2024.10.12
