1,KBS1,일일드라마(결혼하자맹꽁아),15.1,2025.02.20
2,KBS2,일일드라마(신데렐라게임),10.3,2025.02.20
3,KBS1,KBS9시뉴스,7.8,2025.02.20
4,MBC,MBC뉴스데스크,7.6,2025.02.20
5,KBS1,인간극장,7.2,2025.02.20
6,KBS1,6시내고향,6.8,2025.02.20
7,KBS1,아침마당,6.6,2025.02.20
8,MBC,일일드라마(친절한선주씨),5.7,2025.02.20
9,KBS1,한국인의밥상,5.5,2025.02.20
10,KBS1,KBS뉴스광장2부,4.8,2025.02.20
11,MBC,실화탐사대,4.7,2025.02.20
12,KBS1,KBS뉴스7,4.5,2025.02.20
13,KBS1,KBS뉴스930,4.2,2025.02.20
14,KBS2,2TV생생정보,4.0,2025.02.20
15,MBC,구해줘홈즈,3.2,2025.02.20
16,KBS2,박원숙의같이삽시다,3.1,2025.02.20
17,KBS1,다큐인사이트(마리우폴에서의20일),2.9,2025.02.20
17,SBS,모닝와이드3부,2.9,2025.02.20
19,SBS,SBS8뉴스,2.8,2025.02.20
20,KBS1,KBS뉴스특보,2.7,2025.02.20
