1,KBS2,일일드라마(신데렐라게임),10.3,2025.01.15
2,MBC,MBC뉴스데스크,9.6,2025.01.15
3,SBS,BACKTOTHECLASSICGLEAGUE,5.3,2025.01.15
3,MBC,MBC뉴스특보,5.3,2025.01.15
5,KBS2,2TV생생정보,5.2,2025.01.15
5,MBC,MBC뉴스특보,5.2,2025.01.15
7,MBC,MBC뉴스특보,4.9,2025.01.15
8,KBS1,KBS9시뉴스,4.8,2025.01.15
9,KBS2,슈퍼맨이돌아왔다,4.7,2025.01.15
10,KBS1,KBS뉴스특보,4.1,2025.01.15
11,MBC,황금어장라디오스타,3.9,2025.01.15
12,MBC,MBC뉴스특보,3.6,2025.01.15
13,SBS,SBS8뉴스,3.5,2025.01.15
14,KBS1,KBS뉴스특보,3.1,2025.01.15
14,MBC,2뉴스외전,3.1,2025.01.15
16,KBS2,수목드라마(수상한그녀),3.0,2025.01.15
16,KBS1,KBS뉴스특보,3.0,2025.01.15
18,KBS1,KBS뉴스광장,2.9,2025.01.15
19,KBS1,KBS뉴스특보,2.8,2025.01.15
20,KBS1,KBS뉴스특보,2.5,2025.01.15
