1,KBS2,주말드라마(독수리5형제를부탁해),18.8,2025.02.09
2,SBS,미운우리새끼다시쓰는육아일기,13.0,2025.02.09
3,KBS2,1박2일,8.7,2025.02.09
4,MBC,MBC뉴스데스크,6.2,2025.02.09
5,KBS1,전국노래자랑,6.1,2025.02.09
6,KBS2,사장님귀는당나귀귀,5.6,2025.02.09
7,SBS,TV동물농장,5.5,2025.02.09
8,KBS1,KBS9시뉴스,5.2,2025.02.09
9,SBS,SBS8뉴스,5.0,2025.02.09
10,KBS1,2025하얼빈아시안게임,4.8,2025.02.09
11,MBC,무빙,4.6,2025.02.09
11,MBC,2025하얼빈동계아시안게임,4.6,2025.02.09
13,SBS,런닝맨,4.4,2025.02.09
14,MBC,탐사기획스트레이트,4.0,2025.02.09
14,KBS2,2025하얼빈아시안게임,4.0,2025.02.09
16,MBC,2025하얼빈동계아시안게임,3.9,2025.02.09
17,KBS1,KBS뉴스(12:00),3.8,2025.02.09
18,KBS1,특파원보고세계는지금<재>,3.5,2025.02.09
19,KBS1,걸어서세계속으로,3.3,2025.02.09
20,MBC,출발비디오여행,3.0,2025.02.09
