1,KBS1,일일드라마(수지맞은우리),12.5,2024.07.11
2,KBS1,인간극장,8.3,2024.07.11
3,KBS1,KBS9시뉴스,7.0,2024.07.11
4,KBS2,일일드라마(스캔들),6.8,2024.07.11
5,KBS1,아침마당,5.8,2024.07.11
6,KBS1,KBS뉴스광장2부,5.5,2024.07.11
7,MBC,MBC뉴스데스크,5.1,2024.07.11
8,MBC,일일드라마(용감무쌍용수정),4.4,2024.07.11
9,MBC,실화탐사대,4.2,2024.07.11
10,KBS1,KBS뉴스930,4.0,2024.07.11
11,SBS,SBS8뉴스,3.8,2024.07.11
12,KBS1,저출생위기대응특별1부,3.7,2024.07.11
13,KBS2,박원숙의같이삽시다,3.5,2024.07.11
14,KBS1,KBS뉴스광장1부,3.2,2024.07.11
15,MBC,구해줘홈즈,3.0,2024.07.11
15,KBS2,2TV생생정보,3.0,2024.07.11
17,SBS,꼬리에꼬리를무는그날이야기,2.9,2024.07.11
17,SBS,모닝와이드3부,2.9,2024.07.11
19,KBS1,KBS뉴스7,2.8,2024.07.11
20,KBS2,스모킹건,2.7,2024.07.11
