1,KBS2,주말드라마(미녀와순정남),18.4,2024.08.24
2,SBS,금토드라마(굿파트너),17.2,2024.08.24
3,KBS2,살림하는남자들,6.2,2024.08.24
4,SBS,금토드라마(굿파트너<재>),6.0,2024.08.24
5,KBS2,불후의명곡,5.6,2024.08.24
6,KBS1,KBS9시뉴스,5.4,2024.08.24
7,KBS1,KBS뉴스(09:30),5.0,2024.08.24
7,KBS1,남북의창,5.0,2024.08.24
9,KBS1,시니어토크쇼황금연못,4.8,2024.08.24
10,KBS1,동네한바퀴,4.7,2024.08.24
10,MBC,MBC뉴스데스크,4.7,2024.08.24
12,KBS1,걸어서세계속으로,4.6,2024.08.24
13,MBC,금토드라마(백설공주에게죽음을),4.4,2024.08.24
14,KBS1,특파원보고세계는지금,4.3,2024.08.24
15,KBS1,KBS뉴스광장2부,4.2,2024.08.24
16,SBS,그것이알고싶다,3.7,2024.08.24
17,MBC,질문들,3.5,2024.08.24
18,MBC,나혼자산다스페셜,3.4,2024.08.24
19,MBC,전지적참견시점,3.3,2024.08.24
19,KBS1,팔도밥상,3.3,2024.08.24
