1,KBS1,일일드라마(결혼하자맹꽁아),11.3,2024.11.27
2,KBS2,일일드라마(스캔들),8.9,2024.11.27
3,KBS1,인간극장,8.4,2024.11.27
4,KBS1,KBS9시뉴스,8.1,2024.11.27
5,KBS1,아침마당,7.8,2024.11.27
6,MBC,MBC뉴스데스크,7.7,2024.11.27
7,KBS1,6시내고향,7.0,2024.11.27
8,KBS1,KBS뉴스930,5.9,2024.11.27
9,KBS1,KBS뉴스광장2부,5.7,2024.11.27
10,KBS1,KBS뉴스7,5.4,2024.11.27
11,SBS,골때리는그녀들세계관의확장,5.0,2024.11.27
12,MBC,황금어장라디오스타,4.6,2024.11.27
13,MBC,일일드라마(친절한선주씨),4.5,2024.11.27
14,SBS,SBS8뉴스,4.4,2024.11.27
14,KBS2,2TV생생정보,4.4,2024.11.27
16,KBS1,생로병사의비밀,3.5,2024.11.27
17,KBS1,KBS뉴스5,3.4,2024.11.27
17,KBS1,동물의왕국,3.4,2024.11.27
19,MBC,시골마을이장우,3.3,2024.11.27
20,KBS1,무엇이든물어보세요<재>,3.2,2024.11.27
