1,KBS1,일일드라마(수지맞은우리),14.5,2024.09.11
2,KBS2,일일드라마(스캔들),8.9,2024.09.11
3,KBS1,인간극장,8.7,2024.09.11
4,KBS1,아침마당,8.0,2024.09.11
5,KBS1,KBS9시뉴스,7.2,2024.09.11
6,MBC,MBC뉴스데스크,5.6,2024.09.11
7,MBC,일일드라마(용감무쌍용수정),5.5,2024.09.11
8,SBS,골때리는그녀들세계관의확장,5.4,2024.09.11
9,KBS1,KBS뉴스광장2부,5.3,2024.09.11
10,KBS1,6시내고향,5.2,2024.09.11
11,SBS,SBS8뉴스,4.2,2024.09.11
12,KBS1,KBS뉴스930,4.1,2024.09.11
13,KBS1,생로병사의비밀,3.8,2024.09.11
14,KBS2,2TV생생정보,3.7,2024.09.11
14,MBC,황금어장라디오스타,3.7,2024.09.11
16,KBS1,KBS뉴스7,3.4,2024.09.11
17,KBS2,수목드라마(완벽한가족),2.9,2024.09.11
18,KBS1,KBS뉴스광장1부,2.6,2024.09.11
18,SBS,모닝와이드3부,2.6,2024.09.11
18,KBS1,우리집금송아지,2.6,2024.09.11
