1,KBS1,일일드라마(결혼하자맹꽁아),12.8,2025.01.01
2,KBS2,일일드라마(신데렐라게임),10.7,2025.01.01
3,MBC,MBC뉴스데스크,10.2,2025.01.01
4,KBS1,인간극장,7.7,2025.01.01
5,KBS1,KBS9시뉴스,7.5,2025.01.01
6,KBS1,6시내고향,7.1,2025.01.01
7,KBS1,인간극장,6.2,2025.01.01
7,SBS,골때리는그녀들,6.2,2025.01.01
9,KBS1,특파원보고세계는지금스페셜,5.7,2025.01.01
10,KBS2,2TV생생정보,5.2,2025.01.01
11,MBC,일일드라마(친절한선주씨),5.0,2025.01.01
12,KBS1,KBS뉴스7,4.8,2025.01.01
13,SBS,SBS8뉴스,4.3,2025.01.01
13,KBS1,단양말더빙극장마카모이래요,4.3,2025.01.01
15,KBS2,슈퍼맨이돌아왔다,4.2,2025.01.01
16,KBS1,신년특집AI패권전쟁승자는누구인가,4.0,2025.01.01
17,KBS1,동물의왕국,3.9,2025.01.01
18,MBC,MBC뉴스특보,3.7,2025.01.01
19,MBC,노벨문학상수상특집다큐(한강이온다<재>),3.6,2025.01.01
19,KBS1,KBS뉴스930,3.6,2025.01.01
