1,KBS2,주말드라마(독수리5형제를부탁해),16.4
2,SBS,금토드라마(나의완벽한비서),11.7
3,MBC,MBC뉴스데스크,8.0
4,KBS1,KBS9시뉴스,7.5
5,KBS2,불후의명곡,6.7
6,KBS1,KBS뉴스(09:30),6.1
7,KBS1,시니어토크쇼황금연못,6.0
7,KBS2,살림하는남자들,6.0
9,KBS1,동네한바퀴,5.9
10,MBC,놀면뭐하니,5.8
11,KBS1,특파원보고세계는지금,4.9
12,SBS,그것이알고싶다,4.7
13,KBS1,남북의창,4.6
14,KBS1,동행,4.3
14,MBC,전지적참견시점,4.3
16,KBS1,KBS뉴스(17:00),4.2
17,KBS1,KBS뉴스광장2부,4.1
17,KBS1,2025하얼빈아시안게임,4.1
19,KBS1,KBS뉴스(19:00),4.0
20,KBS1,동물의왕국<재>,3.9
