1,KBS1,일일드라마(결혼하자맹꽁아),11.0,2024.12.05
2,MBC,MBC뉴스데스크,10.4,2024.12.05
3,KBS1,인간극장,7.3,2024.12.05
4,KBS1,KBS9시뉴스,6.9,2024.12.05
5,KBS2,일일드라마(신데렐라게임),6.7,2024.12.05
6,KBS1,6시내고향,6.5,2024.12.05
7,MBC,PD수첩특별편,6.3,2024.12.05
8,KBS1,아침마당,5.9,2024.12.05
9,KBS1,한국인의밥상,4.5,2024.12.05
10,KBS1,KBS뉴스7,4.4,2024.12.05
10,MBC,실화탐사대,4.4,2024.12.05
12,KBS1,KBS뉴스광장2부,4.3,2024.12.05
13,SBS,SBS8뉴스,4.2,2024.12.05
14,MBC,일일드라마(친절한선주씨),4.1,2024.12.05
15,KBS2,2TV생생정보,3.9,2024.12.05
16,KBS1,동물의왕국,3.6,2024.12.05
17,KBS1,다큐인사이트(화산인간2부),3.3,2024.12.05
17,KBS1,KBS뉴스930,3.3,2024.12.05
17,SBS,꼬리에꼬리를무는그날이야기,3.3,2024.12.05
17,MBC,MBC뉴스투데이2부,3.3,2024.12.05
