1,KBS1,일일드라마(결혼하자맹꽁아),13.7,2025.02.18
2,KBS2,일일드라마(신데렐라게임),10.4,2025.02.18
3,MBC,MBC뉴스데스크,7.8,2025.02.18
3,KBS1,인간극장,7.8,2025.02.18
5,KBS1,KBS9시뉴스,6.8,2025.02.18
6,KBS1,아침마당,6.7,2025.02.18
7,KBS1,6시내고향,6.3,2025.02.18
8,MBC,일일드라마(친절한선주씨),5.6,2025.02.18
9,SBS,신발벗고돌싱포맨,5.5,2025.02.18
10,KBS1,KBS뉴스930,4.9,2025.02.18
11,KBS1,KBS뉴스광장2부,4.8,2025.02.18
12,KBS1,KBS뉴스7,4.5,2025.02.18
13,KBS2,2TV생생정보,4.3,2025.02.18
14,KBS1,이웃집찰스,4.2,2025.02.18
15,MBC,질문들,4.1,2025.02.18
16,SBS,SBS8뉴스,3.7,2025.02.18
16,MBC,PD수첩,3.7,2025.02.18
18,MBC,MBC뉴스투데이2부,2.8,2025.02.18
19,KBS1,KBS뉴스특보,2.7,2025.02.18
20,KBS2,스모킹건,2.5,2025.02.18
