1,KBS2,특별기획주말드라마(다리미패밀리),15.6
2,SBS,금토드라마(열혈사제2),12.8
3,KBS2,불후의명곡,7.8
4,SBS,금토드라마(열혈사제2<재>),5.8
4,MBC,MBC뉴스데스크,5.8
6,KBS2,살림하는남자들,5.1
7,KBS1,동네한바퀴,4.9
8,SBS,그것이알고싶다,4.8
8,KBS1,남북의창,4.8
8,KBS1,시니어토크쇼황금연못,4.8
11,MBC,금토드라마(지금거신전화는),4.7
12,KBS1,KBS9시뉴스,4.4
13,KBS1,KBS뉴스(09:30),4.3
14,KBS1,KBS뉴스광장2부,4.0
14,MBC,놀면뭐하니,4.0
16,KBS1,걸어서세계속으로,3.9
17,KBS1,동행,3.8
18,KBS1,특파원보고세계는지금,3.6
19,KBS1,팔도밥상,3.3
19,MBC,금토드라마(지금거신전화는<재>),3.3
