1,KBS2,특별기획주말드라마(다리미패밀리),15.4,2024.10.06
2,SBS,미운우리새끼다시쓰는육아일기,13.8,2024.10.06
3,KBS2,1박2일,8.4,2024.10.06
4,KBS1,KBS9시뉴스,5.8,2024.10.06
5,KBS1,전국노래자랑,5.7,2024.10.06
5,KBS2,사장님귀는당나귀귀,5.7,2024.10.06
7,MBC,MBC뉴스데스크,5.6,2024.10.06
8,MBC,MBC스포츠KBO리그(KT:LG),4.8,2024.10.06
9,MBC,미스터리음악쇼복면가왕,4.7,2024.10.06
10,SBS,TV동물농장,4.6,2024.10.06
11,KBS1,KBS뉴스(12:00),4.2,2024.10.06
12,SBS,런닝맨,3.9,2024.10.06
13,SBS,SBS8뉴스,3.8,2024.10.06
14,KBS1,이슈PICK쌤과함께,3.7,2024.10.06
15,KBS1,동네한바퀴<재>,3.6,2024.10.06
16,MBC,태어난김에음악일주,3.3,2024.10.06
17,MBC,탐사기획스트레이트,3.2,2024.10.06
17,KBS1,KBS뉴스(19:00),3.2,2024.10.06
19,KBS2,살림하는남자들<재>,3.1,2024.10.06
19,SBS,맨인블랙박스,3.1,2024.10.06
