1,KBS1,일일드라마(수지맞은우리),15.7,2024.09.26
2,KBS2,일일드라마(스캔들),8.3,2024.09.26
3,KBS1,인간극장,8.0,2024.09.26
4,KBS1,KBS9시뉴스,7.3,2024.09.26
5,KBS1,아침마당,6.7,2024.09.26
6,MBC,일일드라마(용감무쌍용수정),6.6,2024.09.26
7,MBC,MBC뉴스데스크,5.4,2024.09.26
8,KBS1,6시내고향,5.3,2024.09.26
9,KBS1,KBS뉴스광장2부,5.2,2024.09.26
9,KBS1,한국인의밥상,5.2,2024.09.26
11,MBC,실화탐사대,4.6,2024.09.26
12,KBS2,수목드라마(개소리),4.1,2024.09.26
13,SBS,SBS8뉴스,3.9,2024.09.26
13,KBS2,2TV생생정보,3.9,2024.09.26
15,KBS1,KBS뉴스930,3.8,2024.09.26
16,KBS1,다큐인사이트(아들이오고있다),3.5,2024.09.26
16,KBS1,KBS뉴스7,3.5,2024.09.26
18,KBS2,박원숙의같이삽시다,3.3,2024.09.26
19,MBC,구해줘홈즈,3.0,2024.09.26
20,MBC,연금복권720플러스,2.8,2024.09.26
