1,KBS1,일일드라마(결혼하자맹꽁아),11.8,2024.11.25
2,KBS2,일일드라마(스캔들),8.8,2024.11.25
3,KBS1,인간극장,8.1,2024.11.25
4,KBS1,KBS9시뉴스,7.3,2024.11.25
4,MBC,MBC뉴스데스크,7.3,2024.11.25
6,KBS1,6시내고향,7.0,2024.11.25
7,KBS1,아침마당,6.2,2024.11.25
8,MBC,푹쉬면다행이야,5.5,2024.11.25
9,KBS1,가요무대,5.4,2024.11.25
10,SBS,동상이몽2너는내운명,5.1,2024.11.25
11,KBS1,KBS뉴스광장2부,5.0,2024.11.25
12,MBC,일일드라마(친절한선주씨),4.9,2024.11.25
13,KBS1,우리말겨루기,4.5,2024.11.25
14,KBS2,2TV생생정보,4.3,2024.11.25
15,SBS,생활의달인,4.1,2024.11.25
16,KBS1,KBS뉴스930,4.0,2024.11.25
17,KBS1,KBS뉴스7,3.9,2024.11.25
18,SBS,SBS8뉴스,3.7,2024.11.25
19,KBS1,동물의왕국<재>,2.9,2024.11.25
20,KBS2,싱크로유,2.8,2024.11.25
