1,KBS2,주말드라마(미녀와순정남),18.0,2024.09.14
2,SBS,금토드라마(굿파트너),16.7,2024.09.14
3,KBS1,KBS9시뉴스,7.4,2024.09.14
4,SBS,금토드라마(굿파트너<재>),6.5,2024.09.14
5,KBS2,살림하는남자들,5.8,2024.09.14
6,KBS1,동네한바퀴,5.0,2024.09.14
7,KBS2,불후의명곡,4.9,2024.09.14
8,KBS1,KBS뉴스광장2부,4.7,2024.09.14
8,KBS1,특파원보고세계는지금,4.7,2024.09.14
8,KBS1,남북의창,4.7,2024.09.14
11,KBS1,시니어토크쇼황금연못,4.6,2024.09.14
12,MBC,MBC뉴스데스크,4.4,2024.09.14
13,MBC,놀면뭐하니,4.3,2024.09.14
14,SBS,그것이알고싶다,4.1,2024.09.14
15,KBS1,KBS뉴스(09:30),4.0,2024.09.14
16,KBS1,걸어서세계속으로,3.9,2024.09.14
17,MBC,전지적참견시점,3.8,2024.09.14
18,MBC,나혼자산다스페셜,3.5,2024.09.14
19,SBS,접속무비월드,3.4,2024.09.14
20,KBS1,KBS뉴스(19:00),3.3,2024.09.14
